radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,649,1,108,16521,-1,15.8942,-17.3856,1000,1,1,1725750917,1725750917,0
GSM,649,1,108,4005,-1,15.8942,-17.3856,1000,2,1,1726043427,1726290183,0
GSM,649,1,116,14333,-1,17.9247,-22.3834,1000,1,1,1726404286,1726404286,0
GSM,649,1,103,2091,-1,17.6915,-22.4054,6086,3,1,1726406109,1736491370,0
GSM,649,1,113,14001,-1,17.0957,-22.6093,1000,1,1,1726452700,1726452700,0
GSM,649,1,113,14002,-1,17.0815,-22.6094,1000,1,1,1726454612,1726454612,0
GSM,649,1,113,16903,-1,17.0815,-22.6094,1000,1,1,1726454612,1726454612,0
GSM,649,1,108,20062,-1,15.9734,-17.8527,1000,1,1,1726984819,1726984819,0
GSM,649,1,108,4174,-1,15.9902,-17.9088,1000,1,1,1726985650,1726985650,0
GSM,649,1,107,4185,-1,16.3587,-18.1716,1000,1,1,1726989344,1726989344,0
GSM,649,1,112,2163,-1,16.6886,-18.4175,1000,1,1,1726992160,1726992160,0
GSM,649,1,112,1550,-1,16.6886,-18.4175,1000,1,1,1726992160,1726992160,0
GSM,649,1,112,11866,-1,17.6198,-19.2108,1000,1,1,1727000780,1727000780,0
GSM,649,1,112,1892,-1,17.8297,-19.3147,1000,1,1,1727002576,1727002576,0
GSM,649,1,112,3311,-1,18.1085,-19.7956,1000,1,1,1727011100,1727011100,0
GSM,649,1,112,2151,-1,18.2168,-20.2074,1000,1,1,1727013858,1727013858,0
GSM,649,1,102,16740,-1,18.2324,-20.986,1000,2,1,1727029514,1727154793,0
GSM,649,1,116,2180,-1,18.7463,-21.1365,1000,1,1,1727046220,1727046220,0
GSM,649,1,116,2181,-1,18.7463,-21.1365,1000,1,1,1727046220,1727046220,0
GSM,649,1,116,14833,-1,19.0408,-21.5523,1000,1,1,1727049899,1727049899,0
GSM,649,1,116,3901,-1,18.5734,-22.3897,5182,4,1,1730103394,1736491342,0
GSM,649,1,116,14331,-1,18.4574,-22.3778,19092,7,1,1730105237,1736491339,0
GSM,649,1,100,10131,-1,17.112,-22.5748,1000,1,1,1730118208,1730118208,0
GSM,649,255,115,699,-1,17.0783,-22.5198,1000,1,1,1730165451,1730165451,0
GSM,649,1,115,1294,-1,17.0777,-22.5203,1000,2,1,1730188072,1732862444,0
GSM,649,1,115,1292,-1,17.0778,-22.5205,1000,1,1,1730415547,1730415547,0
GSM,649,1,116,2510,-1,19.7989,-22.3094,1000,1,1,1730479520,1730479520,0
GSM,649,1,116,2093,-1,17.7849,-22.3918,1000,1,1,1732663810,1732663810,0
GSM,649,1,116,2803,-1,17.7849,-22.3918,1000,1,1,1732663810,1732663810,0
GSM,649,1,103,14702,-1,17.7496,-22.3949,1000,1,1,1734830133,1734830133,0
GSM,649,1,103,15532,-1,17.7496,-22.3949,1000,1,1,1734830133,1734830133,0
GSM,649,1,115,10031,-1,17.0778,-22.5247,1000,1,1,1734835065,1734835065,0
GSM,649,1,116,2091,-1,17.8609,-22.3909,1000,1,1,1734935494,1734935494,0
GSM,649,1,108,4172,-1,15.9941,-17.9187,1000,1,1,1735021280,1735021280,0
GSM,649,1,107,2163,-1,16.5412,-18.3264,1000,1,1,1735025816,1735025816,0
GSM,649,1,116,11820,-1,19.9953,-22.2819,1000,2,1,1736205181,1736405064,0
GSM,649,1,116,4092,-1,18.9826,-22.4498,1000,1,1,1736376698,1736376698,0
